state,bill_number,title,description,dem_sponsors,rep_sponsors,session_start,session_end,last_action_date,last_action,completed
RI,H5017,"Requires manufacturers of assisting technology devices to make available to independent repair providers/the owner of the device, any documentation/parts, software/other items intended for use with the equipment/parts, including updates to software.","COMMERCIAL LAW -- GENERAL REGULATORY PROVISIONS -- RIGHT TO CONSUMER ACCESS TO POWERED WHEELCHAIR REPAIRS - Requires manufacturers of assisting technology devices to make available to independent repair providers/the owner of the device, any documentation/parts, software/other items intended for use with the equipment/parts, including updates to software.",8,0,2025,2025,2025-06-26,Signed by Governor,1
RI,H5486,Requires certified athletic trainers to be trained in the administration of epinephrine auto-injectors (epi-pens) and would require such professionals to be equipped with the medication while performing professional activities.,BUSINESSES AND PROFESSIONS -- ATHLETIC TRAINERS - Requires certified athletic trainers to be trained in the administration of epinephrine auto-injectors (epi-pens) and would require such professionals to be equipped with the medication while performing professional activities.,2,0,2025,2025,2025-06-24,Signed by Governor,1
RI,H5159,"Provides that original equipment manufacturers, implemented by/with surrogate distributors, of agricultural equipment, provide to independent service providers repair information and tools to maintain and repair electronics-enabled agricultural equipment.","COMMERCIAL LAW -- GENERAL REGULATORY PROVISIONS -- AGRICULTURAL EQUIPMENT RIGHT TO REPAIR ACT - Provides that original equipment manufacturers, implemented by/with surrogate distributors, of agricultural equipment, provide to independent service providers repair information and tools to maintain and repair electronics-enabled agricultural equipment.",3,2,2025,2025,2025-02-11,Committee recommended measure be held for further study,0
RI,H5246,"Establishes a digital electronics right to repair, which would allow for digital electronic equipment and parts that are sold in this state on or after January 1, 2026, to be repaired at an independent repair provider","COMMERCIAL LAW -- GENERAL REGULATORY PROVISIONS -- DIGITAL ELECTRONICS RIGHT TO REPAIR ACT - Establishes a digital electronics right to repair, which would allow for digital electronic equipment and parts that are sold in this state on or after January 1, 2026, to be repaired at an independent repair provider",10,0,2025,2025,2025-02-11,Committee recommended measure be held for further study,0
SC,S0727,DMV - Change in vehicle registration time frame,"Amend Sections 56-3-253, 56-3-376, 56-3-377, And 56-3-385, Code Of Laws Of South Carolina, 1976, Relating To The Establishment Of Biennial Vehicle Registration Periods, So As To Establish Annual Vehicle Registration Periods; By Adding Section 56-3-600 So As To Provide For The Annual Payment Of Vehicle Registration And License Fees; To Amend Sections 56-3-610, 56-3-620, 56-3-640, 56-3-645, 56-3-660, 56-3-700, 56-3-710, 56-3-720, 56-3-740, 56-3-750, 56-3-760, 56-3-770, 56-3-840, 56-3-900, 56-3-1230, 56-3-1450, 56-3-1510, 56-3-1530, 56-3-1610, 56-3-1630, 56-3-1750, 56-3-1760, 56-3-1820, 56-3-2010, 56-3-2020, 56-3-2150, As Amended, 56-3-2160, 56-3-2540, 56-3-2810, 56-3-2820, 56-3-3410, 56-3-3420, 56-3-3500, 56-3-3600, 56-3-3800, 56-3-3910, 56-3-3950, 56-3-4100, 56-3-4200, 56-3-4410, 56-3-4510, 56-3-4600, 56-3-4800, 56-3-5010, 56-3-5200, 56-3-5300, 56-3-5400, 56-3-6000, 56-3-6500, 56-3-7000, 56-3-7010, 56-3-7050, 56-3-7200, 56-3-7300, 56-3-7310, 56-3-7320, 56-3-7330, 56-3-7340, 56-3-7350, 56-3-7370, 56-3-7610, 56-3-7700, 56-3-7750, 56-3-7780, 56-3-7800, 56-3-7890, 56-3-7910, 56-3-7940, 56-3-7950, 56-3-8000, 56-3-8100, 56-3-8200, 56-3-8300, 56-3-8400, 56-3-8600, 56-3-8710, 56-3-8910, 56-3-9000, 56-3-9100, 56-3-9200, 56-3-9300, 56-3-9400, 56-3-9500, 56-3-9600, As Amended, 56-3-9710, 56-3-9800, 56-3-10010, 56-3-10110, 56-3-10210, 56-3-10310, 56-3-10410, 56-3-10510, 56-3-10810, 56-3-10910, 56-3-11010, 56-3-11110, 56-3-11310, 56-3-11420, 56-3-11610, 56-3-11710, 56-3-11810, 56-3-12010, 56-3-12110, 56-3-12210, 56-3-12310, 56-3-12410, 56-3-12510, 56-3-12610, 56-3-12710, 56-3-12810, 56-3-13010, 56-3-13110, 56-3-13210, 56-3-13310, 56-3-13410, 56-3-13520, 56-3-13610, 56-3-13710, 56-3-13810, 56-3-13910, 56-3-14010, As Amended, 56-3-14110, 56-3-14210, 56-3-14310, 56-3-14510, And 56-3-14610, Relating To The Biennial Payment Of Registration, License And Road Use Fees For Various Vehicles And Various License Plates, Delinquent Registration And License Penalties, The Issuance Of Refunds Of Registration And License Fees, License Plate Specifications And The Issuance Of License Plates And Revalidation Stickers, The Issuance Of ""year Of Manufacture"" License Plates, ""amateur Radio Operators"" License Plates, ""emergency Medical Technicians"" License Plates, ""members Of The United States Military Reserve"" License Plates, ""members Of The National Guard"" License Plates, ""special Personalized"" License Plates, License Plates For Various Active And Retired Elected Officials And Retired Judicial Officers, ""conserve South Carolina"" License Plates, ""volunteer Firemen"" License Plates, ""national Wild Turkey Federation"" License Plates, ""penn Center"" License Plates, ""south Carolina Nurses"" License Plates, ""american Legion"" License Plates, ""shag Commemorative"" License Plates, ""keep South Carolina Beautiful"" License Plates, ""south Carolina Elk Association"" License Plates, ""carolina Panthers"" License Plates, ""share The Road"" License Plates, ""south Carolina Wildlife"" License Plates, ""homeownership: The American Dream"" License Plates, ""sons Of Confederate Veterans"" License Plates, ""public Education: A Great Investment"" License Plates, ""south Carolina: First In Golf"" License Plates, ""charter Limousine"" License Plates, ""fraternal Order Of Police"" License Plates, ""united States Armed Services"" License Plates, ""united States Naval Academy"" License Plates, ""county Veterans Affairs Officers"" License Plates, ""unites States Air Force Academy"" License Plates, ""arts Awareness"" License Plates, ""saltwater Fishing"" License Plates, ""support Our Troops"" License Plates, ""emergency Medical Service"" License Plates, ""boy Scouts Of America"" And ""eagle Scout"" License Plates, ""native American"" License Plates, ""south Carolina Peach Council"" License Plates, ""cancer Research Centers Of The Carolinas"" License Plates, ""square Dance"" License Plates, ""special Olympics"" License Plates, ""fraternity And Sorority"" License Plates, ""vietnam War Veterans"" License Plates, ""south Carolina Aquarium"" License Plates, ""our Farms - Our Future"" License Plates, ""h.l. Hunley Submarine"" License Plates, ""reduce, Reuse, Recycle"" License Plates, ""hunting Island State Park"" License Plates, ""nonprofit Organization"" License Plates, Special License Plates Production And Distribution Guidelines, ""rotary International"" License Plates, ""marine Corps League"" License Plates, ""lions Club"" License Plates, ""ducks Unlimited"" License Plates, ""nascar"" License Plates, ""choose Life"" License Plates, ""sertoma International"" License Plates, ""south Carolina Technology Alliance"" License Plates, ""in God We Trust"" License Plates, ""united We Stand"" License Plates, ""morris Island Lighthouse"" License Plates, ""god Bless America"" License Plates, ""no More Homeless Pets"" License Plates, ""heritage Classic Foundation"" License Plates, ""breast Cancer Awareness"" License Plates, ""parrot Head"" License Plates, ""operation Desert Storm - Desert Shield Veteran"" License Plates, ""operation Enduring Freedom Veteran"" License Plates, ""operation Iraqi Freedom Veteran"" License Plates, ""veteran"" License Plates, ""i Believe"" License Plates, ""south Carolina Tennis Patrons Foundation"" License Plates, ""tree My Dog"" License Plates, ""united States Navy Chief Petty Officer"" License Plates, ""united States Marine Corps"" License Plates, ""second Amendment"" License Plates, ""department Of The Navy"" License Plates, ""parents And Spouses Of Active Duty Overseas Veterans"" License Plates, ""state Flag"" License Plates, ""i Support Libraries"" License Plates, ""south Carolina Educator"" License Plates, ""beach Music"" License Plates, ""citadel Alumni Association 'big Red'"" License Plates, ""largemouth Bass"" License Plates, ""high School"" License Plates, ""south Carolina Wildlife Federation"" License Plates, ""dr. Mary Mcleod Bethune"" License Plates, ""gadsden Flag"" License Plates, ""combat-related Disabled Veteran"" License Plates, ""2010-11 Baseball National Champions"" License Plates, ""combat-related Disabled Veteran"" License Plates, ""recipients Of The Distinguished Flying Cross"" License Plates, ""motorcycle Awareness"" License Plates, ""south Carolina Riverkeepers"" License Plates, ""autism Awareness"" License Plates, ""south Carolina Stands With Israel"" License Plates, ""american Red Cross"" License Plates, ""chase Away Childhood Cancer"" License Plates, ""special Personalized Motor Vehicle"" License Plates, ""clemson University 2016 And 2018 Football National Champions"" License Plates, ""2016 Baseball National Champions"" License Plates, ""university Of South Carolina 2017 Women's Basketball National Champions"" License Plates, ""palmetto Cross"" License Plates, ""virginia Tech"" License Plates, And ""powering The Palmetto State"" License Plates, So As To Provide For The Annual Registration And Licensing Of Certain Motor Vehicles, To Provide Counties Shall Collect Certain Fees Assessed Against Vehicles Powered By Any Fuel Other Than Motor Fuel, To Provide A County May Collect Certain Delinquency Fees On Behalf Of The Department; By Adding Section 56-3-117 So As To Provide The Department Must Refuse To Renew The Motor Vehicle Registration Of A Person Who Has Not Paid The Vehicle's Personal Property Taxes, Provide A County Or Municipality Must Notify The Department Of Persons Violating This Chapter; By Adding Section 56-3-205 So As To Provide The Department May Issue Revalidation Decals And Enter Into And Supervise Contracts With Certain Entities To Issue License Plates And Revalidation Decals, To Provide Governmental Entities That Issue Revalidation Decals May Charge A Fee To Defray The Cost Of Issuing Plates And Decals, And Provide A Plan Must Be Developed To Allow Each County To Issue License Plates And Revalidation Decals; And To Repeal Sections 56-3-905 And 56-2-2740 Relating To The Department Refunding A Portion Of The Vehicle Registration Fee When A License Plate And Registration Is Surrendered To The Department And The Issuance Of Biennial License Plates And Revalidation Decals.",0,1,2021,2022,2021-04-06,Referred to Committee on Transportation,0
SC,H3577,Educator preparation program,"Amend The Code Of Laws Of South Carolina, 1976, By Adding Section 59-25-25 So As To Provide Educator Preparation Programs In Institutions Of Higher Education May Submit Separate And Distinct Educator Preparation Programs For Alternative Preparation To The State Board Of Education For Approval, To Provide These Programs Are Not Required To Be Nationally Accredited But Must Meet Certain Other Requirements, And To Provide The State Department Of Education Annually Shall Report Related Data To The State Board Of Education And The General Assembly; And To Amend Section 59-26-20, Relating To Duties Of The State Board Of Education And Commission On Higher Education Concerning The Training, Certification, And Evaluation Of Public Educators, So As To Provide The State Board Of Education Shall Promulgate Regulations Regarding A Cyclical Evaluation Process For Approved Teacher Educator Programs, And To Provide Related Requirements.",0,3,2019,2020,2019-04-10,Referred to Committee on Education,0
SD,SB136,Ensure available replacement parts and services for consumers of manufactured goods.,Ensure available replacement parts and services for consumers of manufactured goods.,0,10,2014,2014,2014-02-20,"Commerce and Energy Deferred to the 41st legislative day, Passed, YEAS 5, NAYS 2. S.J. 380",0
SD,HB1102,Establish certain provisions regarding fairness in repairs of equipment sold or used in this state.,Establish certain provisions regarding fairness in repairs of equipment sold or used in this state.,0,3,2019,2019,2019-02-06,"Commerce and Energy Deferred to the 41st legislative day, Passed, YEAS 12, NAYS 1. H.J. 306",0
SD,SB194,To establish certain provisions regarding fairness in repairs of equipment sold or used in this state.,To establish certain provisions regarding fairness in repairs of equipment sold or used in this state.,0,1,2023,2023,2023-02-14,"Commerce and Energy Deferred to the 41st legislative day, Passed, YEAS 9, NAYS 0. S.J. 24",0
SD,HB1151,Require that manufacturers of agricultural equipment allow an independent repair provider or an owner to make certain repairs to agricultural equipment.,Require that manufacturers of agricultural equipment allow an independent repair provider or an owner to make certain repairs to agricultural equipment.,4,8,2025,2025,2025-02-13,Withdrawn at the Request of the Prime Sponsor H.J. 286,0
TN,HB1033,"As enacted, clarifies record-keeping requirements for notaries who charge a fee and those who do not charge a fee, including those who are employees of financial institutions. - Amends TCA Title 8, Chapter 16 and Section 8-21-1201.","As enacted, clarifies record-keeping requirements for notaries who charge a fee and those who do not charge a fee, including those who are employees of financial institutions. - Amends TCA Title 8, Chapter 16 and Section 8-21-1201.",0,1,2015,2016,2015-04-13,Comp. became Pub. Ch. 76,1
TN,HB1382,"As introduced, pursuant to the request of the Gibson County special school district, permits the district to issue bonds or notes in an amount of $3 million or less and to issue bond, revenue, and grant anticipation notes. - Amends Chapter 62 of the Private Acts of 1981.","As introduced, pursuant to the request of the Gibson County special school district, permits the district to issue bonds or notes in an amount of $3 million or less and to issue bond, revenue, and grant anticipation notes. - Amends Chapter 62 of the Private Acts of 1981.",0,1,2015,2016,2015-04-20,Pr. Ch. 3,1
TN,HB0941,"As enacted, redefines ""least restrictive alternatives"" for purposes of supported decision making agreements. - Amends TCA Title 34.","As enacted, redefines ""least restrictive alternatives"" for purposes of supported decision making agreements. - Amends TCA Title 34.",5,10,2017,2018,2018-04-04,Comp. became Pub. Ch. 605,1
TN,HB1382,"As introduced, enacts the ""Fair Repair Act."" - Amends TCA Title 47, Chapter 18; Title 55 and Title 62.","As introduced, enacts the ""Fair Repair Act."" - Amends TCA Title 47, Chapter 18; Title 55 and Title 62.",16,18,2017,2018,2018-02-22,Sponsor(s) Added.,0
TN,HB0941,"As enacted, redefines ""least restrictive alternatives"" for purposes of supported decision making agreements. - Amends TCA Title 34.","As enacted, redefines ""least restrictive alternatives"" for purposes of supported decision making agreements. - Amends TCA Title 34.",5,10,2017,2018,2018-04-04,Comp. became Pub. Ch. 605,1
TN,HB1382,"As introduced, enacts the ""Fair Repair Act."" - Amends TCA Title 47, Chapter 18; Title 55 and Title 62.","As introduced, enacts the ""Fair Repair Act."" - Amends TCA Title 47, Chapter 18; Title 55 and Title 62.",16,18,2017,2018,2018-02-22,Sponsor(s) Added.,0
TN,HB0077,"AN ACT to amend Tennessee Code Annotated, Section 55-10-411, relative to ignition interlock devices.","As enacted, requires that any ignition interlock device that is installed on or after January 1, 2024, employ global positioning system (GPS) technology that will geotag the motor vehicle's location whenever an initial startup test, a random retest, or a skipped test occurs, or when circumvention of the device is detected. - Amends TCA Section 55-10-411.",1,9,2023,2024,2023-03-23,Comp. became Pub. Ch. 20,1
TN,HB2035,"AN ACT to amend Tennessee Code Annotated, Title 36; Title 38 and Title 39, relative to extreme risk protection orders.","As enacted, preempts the entire field of legislation regarding extreme risk protection orders to the exclusion of all county, city, town, municipality, or metropolitan government law, ordinances, resolutions, enactments, or regulation. - Amends TCA Title 36; Title 38 and Title 39.",0,41,2023,2024,2024-06-03,Comp. became Pub. Ch. 1062,1
TN,SB1666,"AN ACT to amend Tennessee Code Annotated, Title 4, Chapter 41 and Title 62, Chapter 6, Part 1, relative to the Go Build Tennessee Act.","As enacted, extends the Go Build Tennessee Act by changing the repeal date from July 1, 2024, to July 1, 2029. - Amends TCA Title 4, Chapter 41 and Title 62, Chapter 6, Part 1.",0,1,2023,2024,2024-03-26,Effective date(s) 03/15/2024,1
TN,SB1293,"AN ACT to amend Tennessee Code Annotated, Title 45, relative to financial institutions.","As enacted, authorizes banks chartered by the state, and certain savings institutions chartered by the state, with the approval of the commissioner of financial institutions, to generally sell or transfer all, or substantially all, of their assets and liabilities to certain financial entities under certain conditions. - Amends TCA Title 45.",0,3,2023,2024,2024-04-17,Effective date(s) 04/11/2024,1
TN,SB0586,"AN ACT to amend Tennessee Code Annotated, Title 39, Chapter 17, relative to unlawful exposure.","As enacted, clarifies that a person commits the offense of unlawful exposure by distributing a private, intimate image of another identifiable person with intent to cause emotional distress, regardless of whether the person who distributes the image was a party to the original agreement or understanding that the image would remain private. - Amends TCA Title 39, Chapter 17.",1,0,2025,2026,2025-05-15,Effective date(s) 07/01/2025,1
TN,HB0499,"AN ACT to amend Tennessee Code Annotated, Title 43, Chapter 38, Part 1; Title 48, Chapter 15; Title 48, Chapter 208; Title 48, Chapter 249; Title 48, Chapter 25; Title 48, Chapter 55; Title 48, Chapter 65; Title 61, Chapter 1; Title 61, Chapter 2 and Title 61, Chapter 3, relative to registered agents.","As enacted, requires that, in order to resign an agency appointment, a registered agent file a certification with the secretary of state that the agent has mailed written notice of the agent's resignation, instead of a copy of the original statement of resignation, to the principal office of the entity employing the agent. - Amends TCA Title 43, Chapter 38, Part 1; Title 48, Chapter 15; Title 48, Chapter 208; Title 48, Chapter 249; Title 48, Chapter 25; Title 48, Chapter 55; Title 48, Chapter 65; Title 61, Chapter 1; Title 61, Chapter 2 and Title 61, Chapter 3.",0,2,2025,2026,2025-04-04,Effective date(s) 03/28/2025,1
TX,HB1065,Relating to the composition of districts for the election of members of the United States House of Representatives from the State of Texas.,Relating to the composition of districts for the election of members of the United States House of Representatives from the State of Texas.,1,0,2021,2022,2021-03-04,Referred to Redistricting,0
TX,HB2138,Relating to the composition of districts for the election of members of the United States House of Representatives from the State of Texas.,Relating to the composition of districts for the election of members of the United States House of Representatives from the State of Texas.,1,0,2021,2022,2021-03-15,Referred to Redistricting,0
TX,HB1065,Relating to the composition of districts for the election of members of the United States House of Representatives from the State of Texas.,Relating to the composition of districts for the election of members of the United States House of Representatives from the State of Texas.,1,0,2021,2022,2021-03-04,Referred to Redistricting,0
TX,HB2402,Relating to the eligibility of certain at-risk developments to receive low income housing tax credits.,Relating to the eligibility of certain at-risk developments to receive low income housing tax credits.,1,0,2023,2024,2023-05-11,Referred to Local Government,0
TX,HB5405,"Relating to the conversion of the Legacy Water Control and Improvement District to the Legacy Municipal Management District; providing authority to issue bonds; providing authority to impose assessments, fees, and taxes.","Relating to the conversion of the Legacy Water Control and Improvement District to the Legacy Municipal Management District; providing authority to issue bonds; providing authority to impose assessments, fees, and taxes.",2,0,2023,2024,2023-06-13,Effective immediately,1
TX,HB2963,"Relating to diagnosis, maintenance, and repair of certain digital electronic equipment.","Relating to diagnosis, maintenance, and repair of certain digital electronic equipment.",3,6,2025,2026,2025-06-20,"Effective on . . . . . . . . . . . . . . . September 1, 2026",1
TX,HB1067,Relating to the composition of districts for the election of members of the Texas Senate.,Relating to the composition of districts for the election of members of the Texas Senate.,1,0,2021,2022,2021-03-04,Referred to Redistricting,0
UT,SB0166,Health Benefit Amendments,Health Benefit Amendments,0,2,2024,2024,2024-03-14,Governor Signed in Lieutenant Governor's office for filing,1
VA,HB188,Sentence reduction; substantial assistance to prosecution.,"Sentence reduction; substantial assistance to prosecution. Allows a convicted person's sentence to be reduced if such person provides substantial assistance, defined in the bill, in the furtherance of the investigation or prosecution of another person engaged in an act of violence or for offenses involving the manufacture or distribution of controlled substances or marijuana. Sentence reduction can occur only upon motion of the attorney for the Commonwealth. This bill incorporates HB 203 and is identical to SB 35.",0,1,2018,2018,2018-03-29,Governor: Acts of Assembly Chapter text (CHAP0492),1
VA,HB1676,"Indigenous Peoples Day; renames the special Day of Appreciation for American Indians, etc.",Legal holidays; Indigenous Peoples Day. Renames the special Day of Appreciation for American Indians living in the Commonwealth as Indigenous Peoples Day. Recognition of the day remains the Wednesday immediately preceding the fourth Thursday in November of each year but the bill changes its designation to that of a legal holiday in Virginia.,3,2,2019,2019,2019-02-05,Left in Rules,0
VA,HB1205,Discharge deleterious substance in state waters; notice to citizens if detrimental to public health.,"Discharge of deleterious substance into state waters; notice. Requires the Department of Environmental Quality (DEQ) to give certain information about an unlawful discharge of a deleterious substance into state waters to the Virginia Department of Health (VDH) and local newspapers, television stations, and radio stations, and to disseminate such information via official social media accounts and email notification lists when DEQ determines that the discharge may impair state waters or VDH determines that it may be detrimental to public health. The bill requires DEQ to report to the General Assembly (i) a protocol for determining whether a discharge would have a de minimis impact on state waters and (ii) a proposed implementation procedure if the law were amended to require public dissemination of all discharges reported except for those determined to have a de minimis impact.",2,0,2020,2020,2020-04-11,Governor: Acts of Assembly Chapter text (CHAP1182),1
VA,HB79,"Traffic offenses, certain; issuing citations.","Issuing citations; certain traffic offenses. Removes the provisions that provide that no law-enforcement officer may lawfully stop a motor vehicle for operating (i) without a light illuminating a license plate, (ii) with defective and unsafe equipment, (iii) without brake lights or a high mount stop light, (iv) without an exhaust system that prevents excessive or unusual levels of noise, (v) with certain sun-shading materials and tinting films, and (vi) with certain objects suspended in the vehicle, and the accompanying the exclusionary provisions. Issuing citations; certain traffic offenses. Removes the provisions that provide that no law-enforcement officer may lawfully stop a motor vehicle for operating (i) without a light illuminating a license plate, (ii) with defective and unsafe equipment, (iii) without brake lights or a high mount stop light, (iv) without an exhaust system that prevents excessive or unusual levels of noise, (v) with certain sun-shading materials and tinting films, and (vi) with certain objects suspended in the vehicle, and the accompanying the exclusionary provisions.",0,3,2022,2022,2022-02-28,Passed by indefinitely in Judiciary (9-Y 6-N),0
VA,HB2483,"Digital Right to Repair Act; access to diagnostics, tools, service documentation, and firmware.","Digital Right to Repair Act; access to diagnostics, tools, service documentation, and firmware; penalties; civil action. Requires an original equipment manufacturer (OEM) of digital electronic equipment, or parts for such equipment, to make available to owners of such equipment and to independent repair providers, on fair and reasonable terms, documentation, parts, and tools for purposes of diagnosis, maintenance, or repair of such equipment. The bill requires, for digital electronic equipment that contains an electronic security lock or other security-related function, OEMs to make available to the owners of such equipment and to independent repair providers, on fair and reasonable terms, any special documentation, parts, and tools needed to disable such lock or function and to reset it when disabled. A violation of the bill's provisions is a prohibited practice under the Virginia Consumer Protection Act. Any person who suffers a loss as the result of a violation of the bill's provisions shall be entitled to initiate an action for an injunction to enforce such provisions. The bill applies with respect to equipment sold or in use in the Commonwealth on or after January 1, 2026.",1,1,2025,2025,2025-02-04,Left in Labor and Commerce,0
VT,S0158,An act relating to the Child Protection Registry,An act relating to the Child Protection Registry,1,0,2017,2018,2018-01-03,Read 1st time & referred to Committee on Health and Welfare,0
VT,H0462,An act relating to social media privacy for employees,An act relating to social media privacy for employees,1,0,2017,2018,2017-05-17,House message: Governor approved bill on 5/17/17,0
VT,H0013,An act relating to making appropriations for the support of government,An act relating to making appropriations for the support of government,0,0,2018,2018,2018-06-19,"Veto of the Governor sustained, by a vote of Yeas = 90, Nays = 51",0
VT,S0180,An act relating to the Vermont Fair Repair Act,An act relating to the Vermont Fair Repair Act,1,0,2017,2018,2018-05-09,"Senate message, House proposal of amendment concurred in with further amendment thereto",0
VT,H0089,An act relating to increasing the proportion of health care spending allocated to primary care,An act relating to increasing the proportion of health care spending allocated to primary care,1,0,2019,2020,2019-01-25,Read First Time and Referred to the Committee on Health Care,0
VT,S0158,An act relating to consumer protection and repairing goods under warranty,An act relating to consumer protection and repairing goods under warranty,1,0,2019,2020,2019-03-15,"Read 1st time & referred to Committee on Economic Development, Housing and General Affairs",0
VT,H0089,An act relating to increasing the proportion of health care spending allocated to primary care,An act relating to increasing the proportion of health care spending allocated to primary care,1,0,2019,2020,2019-01-25,Read First Time and Referred to the Committee on Health Care,0
VT,S0158,An act relating to consumer protection and repairing goods under warranty,An act relating to consumer protection and repairing goods under warranty,1,0,2019,2020,2019-03-15,"Read 1st time & referred to Committee on Economic Development, Housing and General Affairs",0
VT,H0893,An act relating to protecting the right to repair consumer products,An act relating to protecting the right to repair consumer products,2,0,2019,2020,2020-01-23,Read First Time and Referred to the Committee on Commerce and Economic Development,0
VT,S0067,An act relating to creating a right to repair agricultural equipment,An act relating to creating a right to repair agricultural equipment,4,0,2021,2022,2021-02-18,"Committee on Economic Development, Housing and General Affairs relieved; bill committed to Committee on Agriculture on motion of Senator Sirotkin",0
VT,H0058,An act relating to creating a right to repair agricultural equipment,An act relating to creating a right to repair agricultural equipment,1,0,2021,2022,2021-01-12,Read First Time and referred to the Committee on Agriculture and Forestry,0
VT,S0262,An act relating to creating a right to repair personal electronic devices,An act relating to creating a right to repair personal electronic devices,5,0,2021,2022,2022-01-14,"Read 1st time & referred to Committee on Economic Development, Housing and General Affairs",0
VT,H0079,An act relating to the Vermont Fair Repair Act,An act relating to the Vermont Fair Repair Act,23,7,2023,2024,2023-01-20,Read first time and referred to the Committee on Commerce and Economic Development,0
VT,S0033,An act relating to miscellaneous judiciary procedures,An act relating to miscellaneous judiciary procedures,1,0,2023,2024,2023-05-12,"Senate Message:  Signed by Governor June 5, 2023",1
VT,H0367,"An act relating to promoting economic development, administrative capacity, and vitality in rural communities","An act relating to promoting economic development, administrative capacity, and vitality in rural communities",24,6,2023,2024,2023-02-24,Read first time and referred to the Committee on Commerce and Economic Development,0
VT,H0081,An act relating to fair repair of agricultural equipment,An act relating to fair repair of agricultural equipment,22,8,2023,2024,2024-06-17,House message: House concurred in Senate proposal of amendment with proposal of amendment,0
VT,H0656,An act relating to establishing a right to repair powered wheelchairs,An act relating to establishing a right to repair powered wheelchairs,3,0,2023,2024,2024-01-05,Read first time and referred to the Committee on Commerce and Economic Development,0
VT,H0160,An act relating to creating a right to repair for medical devices,An act relating to creating a right to repair for medical devices,2,1,2025,2026,2025-02-07,Read first time and referred to the Committee on Commerce and Economic Development,0
VT,H0161,An act relating to the Vermont Fair Repair Act,An act relating to the Vermont Fair Repair Act,2,1,2025,2026,2025-02-07,Read first time and referred to the Committee on Commerce and Economic Development,0
WA,HB2279,Concerning the fair servicing and repair of digital electronic products.,Concerning the fair servicing and repair of digital electronic products.,10,2,2017,2018,2018-01-26,Referred to Rules 2 Review.,0
WA,HB1342,Concerning the fair servicing and repair of digital electronic products.,Concerning the fair servicing and repair of digital electronic products.,4,0,2019,2020,2020-01-13,"By resolution, reintroduced and retained in present status.",0
WA,SB5799,Concerning the fair servicing and repair of digital electronic products.,Concerning the fair servicing and repair of digital electronic products.,2,0,2019,2020,2020-01-21,"Public hearing in the Senate Committee on Environment, Energy & Technology at 10:00 AM.",0
WA,HB1342,Concerning the fair servicing and repair of digital electronic products.,Concerning the fair servicing and repair of digital electronic products.,4,0,2019,2020,2020-01-13,"By resolution, reintroduced and retained in present status.",0
WA,SB5799,Concerning the fair servicing and repair of digital electronic products.,Concerning the fair servicing and repair of digital electronic products.,2,0,2019,2020,2020-01-21,"Public hearing in the Senate Committee on Environment, Energy & Technology at 10:00 AM.",0
WA,HB1212,"Promoting the fair servicing and repair of digital electronic products to increase access to appropriate and affordable digital products, support small businesses and jobs, and enhance digital connectivity in Washington state.","Promoting the fair servicing and repair of digital electronic products to increase access to appropriate and affordable digital products, support small businesses and jobs, and enhance digital connectivity in Washington state.",19,1,2021,2022,2022-01-10,"By resolution, reintroduced and retained in present status.",0
WA,HB1810,"Promoting the fair servicing and repair of digital electronic products in a safe, secure, reliable, and sustainable manner to increase access to appropriate and affordable digital products, support small businesses and jobs, and enhance digital connectivity in Washington state.","Promoting the fair servicing and repair of digital electronic products in a safe, secure, reliable, and sustainable manner to increase access to appropriate and affordable digital products, support small businesses and jobs, and enhance digital connectivity in Washington state.",19,1,2021,2022,2022-02-22,Returned to Rules Committee for second reading.,0
WA,SB5795,Concerning the application of the consumer protection act to the fair servicing and repair of manufactured products.,Concerning the application of the consumer protection act to the fair servicing and repair of manufactured products.,5,0,2021,2022,2022-01-11,"First reading, referred to Environment, Energy & Technology.",0
WA,SB5464,Promoting the fair servicing and repair of digital electronic equipment.,Promoting the fair servicing and repair of digital electronic equipment.,15,0,2023,2024,2024-01-08,"By resolution, reintroduced and retained in present status.",0
WA,HB1392,Promoting the fair servicing and repair of digital electronic equipment.,Promoting the fair servicing and repair of digital electronic equipment.,8,2,2023,2024,2024-01-08,Referred to Consumer Protection & Business.,0
WA,HB1933,Supporting the servicing and right to repair of certain products with digital electronics in a secure and reliable manner.,Supporting the servicing and right to repair of certain products with digital electronics in a secure and reliable manner.,19,2,2023,2024,2024-01-12,Public hearing in the House Committee on Consumer Protection & Business at 8:00 AM.,0
WA,SB6276,Supporting the servicing and right to repair of certain products with digital electronics in a secure and reliable manner.,Supporting the servicing and right to repair of certain products with digital electronics in a secure and reliable manner.,10,0,2023,2024,2024-01-24,"Public hearing in the Senate Committee on Environment, Energy & Technology at 8:00 AM.",0
WA,HB1483,Revised for 1st Substitute: Supporting the servicing and right to repair of certain products with digital electronics in a secure and reliable manner to increase access and affordability for Washingtonians.,Revised for 1st Substitute: Supporting the servicing and right to repair of certain products with digital electronics in a secure and reliable manner to increase access and affordability for Washingtonians.,16,0,2025,2026,2025-05-19,Effective date 7/27/2025.,1
WA,SB5423,Supporting the servicing and right to repair of certain products with digital electronics in a secure and reliable manner.,Supporting the servicing and right to repair of certain products with digital electronics in a secure and reliable manner.,13,0,2025,2026,2025-03-17,"Senate Rules ""X"" file.",0
